NU_INSCRICAO,NU_NOTA_MT
1045c54b5ea9f6e08454ec57c47e4ce0e33190bd,NA
92823d467a2ced9529801e0e8a94802dd88f0c17,419.3489685058594
9d0fbf9bf1bb039de65a6d0e143c9a791c62b941,585.12176513671875
413cbb38b2e2522f8167ffb9daeac1347b281393,470.9120178222656
68985fad004092956a4b4ce94dd53dc76d07eaf7,467.8305969238281
bdca9aeb19521675af15f2c28d86f6bebc45a834,495.08758544921875
b65b19d42b7a4b644fe9f99366dcb37b120862d9,426.3016052246094
eda898aa8ec465cbac70de72ead0c6d688e5f95a,438.2510986328125
5357b6c09be4c7f3829b72f80de846a9228253cb,NA
8d5c4481d736f6ce27976e400f4245bf10757608,426.16339111328125
226b53de56347e3f9b52c8e0ab811fb82e96b3fb,NA
089613ac7dca24109f84c72a97c83b2768b1df1c,NA
527773409bf373301dbd835e59a263c035c043b8,NA
45c95a1640ada5c9206fde19c4ccf68929c5ec0c,NA
c4cea54435c0fd0e171eed4c215479bb3ca86113,431.2377014160156
7d5cd89c6112b9a202a025a24355135bc60848c6,482.7572937011719
b70ab62384aa80545928a311f5b5d3db2f4d87ee,536.29534912109375
c96431dd924f366d2229a7f1455388b8cd85be49,583.17352294921875
1b72da5bb82cc150ecfe71218c02f155d694230b,NA
e429507efe1c2680cc464481850117d17083cd88,NA
dbaa6ee7502cbebb6f058fed5d2f960b19f451ac,440.3584289550781
e724482370ae6126008ade80b564ad8d8a0a7cbd,424.0821533203125
2ef4e2788e2f815f9a885c899f75d5dfeb234a02,643.58636474609375
c8762fee25b022eb5b4918f8f689e4fb6d19f73c,NA
e14241b5119dc1ff2c99b9c0c478aad23d9d9d05,470.6875
7f898f8939ae054359f83ee154bb91bc7dd2c959,515.5823974609375
3c52d067408ec25a676b6fbf5b5c6d63c77cb6bf,458.1339416503906
82e3b12c6366008fabc238f299f117074e78de5d,420.6040954589844
0d838be0e718ceb786cdb10fcc12559e00440240,482.931640625
1b092b6c437359bb84f0d0f8d1286a1083d0e0d4,461.60638427734375
5a9d89465845ac2d81366275cbb1a81d627efd36,NA
c83fe640ba466ba904ac1055e53a875289888797,452.10455322265625
8855ae8971b9bd9b02c45a82c6c894a2e76ca542,462.3321838378906
a2945f1e7fbadac669590b7d9fafb6c900bca3d0,406.9344177246094
328639a0c753715c30a58bae70c82f2101153eb3,446.4983825683594
ffc5eb6764d7640edfbdaf4648cd54a12c94dea9,NA
643a0eb394b50694c74d5b5fc70b7f7f7c93f9c7,530.04510498046875
f56746cc2900258507d2b32c126f8db090db856f,455.1321105957031
1a4963b5fea8bb25c67750cdafbe84b01efad177,419.5370788574219
b520c940e62f4ed684417e7eacf00d85752060da,497.6737365722656
2e170cf2651ed448991af6fc5df15167733b2d8f,476.6875305175781
6efdd93a0ae289be6bb5a400bfc1deb077d75886,413.98614501953125
72ac2acc787d8cba0934cca3810ac091d792c8db,501.04937744140625
92a25eee14554806f081869cc9dac868fd1860fb,436.13037109375
1f12a9b01eb9ef227a5482f498f3354bd485d9a3,424.9836120605469
acfcaf61fe2a8ec90ea2648c3125b7dc4dd13b74,454.9712219238281
7ec2f787b9f57044bd98c0d4854f521c9f9ec635,565.21295166015625
e8d2d318a1e057e9cac8384f1269a86c4b36e0a7,432.2259826660156
1730807e4916c5f7e8ab21e02ac5657bcea3e732,NA
b45fb481022f31dd47c63c1c3e2ccc3b5915b67d,466.86273193359375
1a46d99716282410d1170f0f35069b34e34415d4,475.97064208984375
0467e022da4ef897f666bc76f31e1bc8976f7e92,480.38677978515625
993aca0d5eac6741117947c82a3647102096255e,429.8427429199219
94c96ade6ade21deb080bba6aad537fc4f195d47,451.98321533203125
36bb672077a46a3e4755cef90437a616d28bdf23,442.2884521484375
e406adf1d4712381dcd4d1c9d78fc9d7f14ff450,417.65667724609375
328ca19128d276eb4fbc309c54ec7f346c803d2f,779.94281005859375
27cdb62f0a2a5467efeb30aafbf246ed2320c532,436.0488586425781
c52cae37c3653620bbec72264c502f45ca2a8671,NA
f9ef2695eb0986666093945894b8f2fee351bf22,506.8711853027344
2178c497293d0cab01ce74f5105b1a398fb12d8e,NA
e21faa0c07406dde71ec02f266b19b314ba8b0e2,NA
8a021391cdaac100dab56c59284bd50137a74129,548.9710693359375
12ee0df69325d97cb95404958c4acf4112aeab8a,NA
b4ea8e8529711d52ed85b1a1f8ea0180bda442b8,448.0079345703125
66cf0f8b5af2466f9616fd15c0c10344df84982a,NA
720ef6c1d6cb4978762fb0edf4e55fd8303fe35a,432.9251403808594
60edc5708acd60680891ea15379dd07c7a5924ff,NA
b9f786712775e0d1d735398d710b01f404c985a3,408.858154296875
564958997e204bda06fbe90afc4722805c78a855,564.635986328125
36f38ea81d1305770cd5153f1e1667fe8a1eb47f,417.4330139160156
527098f4ee3ceb5c393981930d23b8fe154f4db9,NA
5a42c3f801e77d628649a6c34f3a4e5b80f232f7,479.8418884277344
8296743fdd105ce9183561cf5b359b0a3781465e,437.32623291015625
a3b79e8c739832c77df2ba6bcdb23a7518155a33,NA
6602c7f15a1fdd082265b64976448c6809df792d,460.8598327636719
31ae66f0fe024acae4490915c348e487f2367574,487.779052734375
81901aa980653106e64863d957387d24e2c00af3,454.3563232421875
28e10d1bd0b6effe0edd503446ebda948ad240ad,414.9633483886719
53a7ee52a87f80241e2ca13c923e06b72bf3a059,449.8746337890625
50be5f75fdaedae454b0c3d63b7277854bd08d8f,NA
82bbb4f6c87f03eecd6a3eb7d03a398bb82d155d,NA
0e2c166db6aa7deccbe4896423a1d68f6d57b0f1,546.81427001953125
d1e2b5c758988b6d69e90aedab3e02cae47d61c4,NA
02681b5c893b94db204713cb4b20dde6fc3f2f95,492.0824890136719
6ce4c0e0784b3881b36b3d1c047ac6ad121681da,424.98223876953125
829dd51f77f3ae74c2216de2d86139bd0a03367c,NA
28c6829e69879bc1d34db1cd51b89562d3cc596b,496.33599853515625
ecb9f0d7a261c9f27865ea22f2e643701f721eb6,454.26953125
96715a069fbcb2e84b26a01563921962ccc4601e,NA
923538833160e8432636c88e8119378a43b3d766,431.4701843261719
aacb834258765a2959ee63c57d2be4923d11a696,434.3902587890625
c32e484025571dd94255a77f21de08ab8d2aaba8,494.08837890625
d425deeec0a3c7006f14d732eff8933d5155067f,473.171630859375
f7e7aa93db083d1f25b43cccf4ad2c03a7953cd3,467.99249267578125
716a178e9a6f7791b820da77879943ac9040a547,473.743408203125
430212cd8767ef2bff8cda0f61729203fef7523e,416.419677734375
e97d33221238e445688a0e984778d4ecac788be2,465.08392333984375
695c9481580951d830c4431fc6c9dee778ba9ca1,NA
4bc5712bdb9067b1814e969e71d5cdad59bb38d4,490.0596618652344
0411742cbb54fe1b6927b25f0bb52b885828c828,447.315673828125
780505a9d5fc3c6da53686c0cc8bd871f4db00bc,417.8643798828125
bc40729846bf209b06e2a9a890e01d4e6780f5b4,NA
e4e7a38b58319ad0a5cde4848622b21783c907e9,481.4985046386719
9c5a0a82074c75cb072752d71da42b9c6c27b0a3,589.72015380859375
aec1b63c3f0c9554e533752d8fe138ca82101d4a,420.1268615722656
4cc0fd1efaa148872a1f9edc1b44efef48c91c2b,495.4010925292969
4b48d500ba4410546ce01f7f6d44bcbafa73994f,408.157470703125
edf33c347c866d26872f540bcc1f6ae415f3294c,451.92877197265625
54f4e6037b9d1eb4a2a134306d37176787f1c1d3,501.1131591796875
3a265ea6ebdc4eb2520db912adf5592f03b3d634,431.3259582519531
99bfcef2dc3695a617f241bfd3b6ead3fd653d41,NA
0ade5488fd62db34c11a369bdbb4327faacc1635,NA
e418fbb77e6ff4103205f3b7f6a66d53183d809b,454.1018981933594
8ddbfe70cd41135cb6f125335a48d100789edbf7,402.17095947265625
fa2f4f80278ac5441ab2f2d8c02a9f920ba6c119,NA
1d3e406d0223d4cb0328850d689ba9fcadf62776,430.448486328125
67d9e9d6629fff7ad9cdb0f1e48c76865637aa73,NA
ecaf075653faf2dcdf946c0ce50629f5083347c0,469.6517333984375
7a2bba61a48894f9bd6fc981f77f2b627b0d8ae6,439.2439270019531
d43894c5e83bb3a7e5000636295b0b050de19309,NA
5b7877d12550dd35d27a02b66a13f2a27bce11ca,459.59405517578125
18f800ec03e33ebad5fb97aa8465dd3e5961337e,424.9227294921875
bb39cc6296f2c9da3963994899c5c34b50965720,NA
76facda8958cbaf5dba09a4d35d3b4de7596a49d,NA
b05356be088f726b5ba7e0b0a9aa1b5cf4157b2a,497.52276611328125
e887be276bf553575b20ed1a0de8833d9cb7e247,NA
cc8794762ffa592758b5117d67e0d02e2e8b9c49,540.9813232421875
894d277c608610fa8c31db531f64582b9569b2e9,439.45904541015625
b2e029961aa0f20071b74708e0d97e6f200ec582,460.5025939941406
12c7d85e168b09a0278df140a22bcb0052a59b0a,436.302978515625
64c4892488a9c6281bdabf467a0b5a6382d248e6,503.0456237792969
944e790f6e64eccf6df361247858165f17dd7abb,NA
ac112e94587e6e4249b7182329ee5a5040ae94ea,527.36834716796875
a58cf11e498228f9aaca92b0c49f955a6163fb59,439.6451416015625
e8c84701c041b7f3b39f3125a0449fa633589fbe,509.47607421875
af8dd560d9ea4adcfd0d2b6b5f81f95fad9c3222,530.402587890625
c650c8f7cbe1a7b00f4edbcf43c8b97ce85d0d64,NA
ac9cc7dbe0e70fb6717aa371a23aa75e6594ec02,433.1949768066406
e64ad901853230e396be49311ea98121c348fac6,476.5147399902344
8532af19be3729ea233c1f29e4c015820fc7fb3a,472.59228515625
6de1d7f2ad49d20e5782f8cacf4f0b677ff2d316,430.95904541015625
26853fd075fe27954772c3070997635b94f32b83,419.73541259765625
3159f29994dadd5cba1f94c3f3b9ac69e24c1cc2,540.07879638671875
574ec310dee846f9ae8eb278480257d463f6fbcc,490.54656982421875
ebb32b8df4ff9b202ba904f310724ce230cb4305,NA
8a46e35787225c3e7adef2b998ad9c93a952106b,509.7414855957031
b62bf908b504e8c6898777a7f5b88afed358caea,436.6400146484375
10d22971ca4f53fc62d02905809ff1c37fbb68fc,618.17864990234375
0efd9ad5eb41ad08e1f1af9fbe59eb5845323860,440.21051025390625
cad47b624b484cb16291449cee30707a46c20199,NA
8f2c4684ec70392c718c278b10b04ddfbd4ced1f,580.36065673828125
bb6c0df09cb6663f142ce6da382b804353453af2,NA
c03f2bcf9ef69bcfdf270b6ffc6110408f0ead41,465.8885803222656
7bd0affe1bdd3681a0faecd80a3d48c023b986de,NA
d76614020539405f481c0f5ffb9e6f88a0bf21b7,439.62921142578125
5ce2df96a99343819ead41bf242044177439696d,NA
c7463ccdb0d2ad76b5823bfd016d420e02f4acc0,NA
a9216c3fc0c0bf14cda0ca26a71c205458b74896,NA
92acabe95cd7dd1ae1dd63547cde3a4939cf7e2e,482.476806640625
ddbf5769bc4a6fb2aa16e5a031d8eb7796d1c04c,430.75830078125
176b027cd932b17fcb6f119cfcef338a175062b8,402.4585266113281
41474f2dda61d97f38ba79906d3dbcce223d1bd1,477.9254455566406
421eb738f9e2ea73e5f4227c915762d6421102ac,NA
1c5a1514e6a5c44e5683ec01698a83ce474c2e4d,474.64691162109375
f113b266aeb3cb19dca62ae88de7cc55a13efbf1,NA
134d96275e3893946c3a0e1d59f86b336fe64f6e,NA
d4e97da32ccb6987ec074aa48c24ce949c05a78c,428.90350341796875
fa556e489987a0588e9a8edb5327e2bde1679670,NA
95c1d266a2524560761df98b376c17604733a6ad,557.03948974609375
c11c4303d2632cde64105a35554ecb77a8564260,464.0151062011719
30ddf113f77266181ef7bf57ea7d4ca3f505fec7,472.67388916015625
6d94e9582cfdb5d239f21b3ba08b619d81c5e8aa,566.3958740234375
3671441f51dc0c3d052e87d6b8beba46bb70bfeb,434.52996826171875
580c34923cbde328e0aef1641dd02033fc862c04,443.1266784667969
156e1fb82056b0f6953c443446eb4dcceed7c03b,NA
29d8bf198da9caa59047268faca60207da24d1b7,534.987548828125
1b3f80a1cd9fff0408e96169fcaf006936b34fed,435.2939453125
b5932043b62e0c58e16e2cc2c9d5489390e5c895,434.9671936035156
99092cc60948943c59d68d62ed81a75a03059113,469.6636047363281
fbfc631ae23a558d8dd92916cf2e8b5f923b0681,NA
dd69fca6f17420dc911016a79e70583ca7ea330d,418.681884765625
d387995af060965fb9d18973f3dbf4904f071066,430.2385559082031
27dbf6c09f5e0f3756ad3e9ea156fbc330601a6a,446.8831481933594
543674772357cf9d8a7a8e7dfb89384af80ec30e,469.2284851074219
80a12b8a4c9df4ef4f78a33d41858b6f1ea24144,421.8471374511719
dc2699d27649dbe52ebbe10001c0bb5ba71310c0,NA
0736d379ea0962e316ce84cce8e883321be36abb,425.8936462402344
98cc842c547c69a0d27776e272fd8b61131b0b37,432.0411376953125
890b7696fa85ca2b3e90b3951efec2135e88d5cf,444.9432373046875
f3c4cd2f095979416fcac08d630fb1b1623ba5d6,715.68115234375
d84b48f7dc7a6e387e6e985525143589754c5b13,462.82354736328125
71c9f09a9ed64f1cf7ba1bef4a614ad21e00afc9,486.85791015625
dc4fe9d4124d9278f58f6f999711116a3fe58be7,438.3085021972656
f6624d763619c0898b34dc02adf06f53a1721cd0,458.22283935546875
60b1c12559860e7ad966da4c4db5c78e17278fc0,489.4017333984375
a3f3dcb89101d86171f8bb4f4f57939717cf298a,NA
4f365503582b97ea96462d0d36895a5e7f5926df,424.0533752441406
c80869804effb21d50cc8fff3f4c27ba5521240c,446.2786865234375
d0f351638d60e84b890a498d69c9a7961cdcdf36,440.7909240722656
48e8ec135997ff3676648d5c144c3c7150a7bbb1,419.71856689453125
45484014aefd10ea3e4b08fb93e66c251709cca6,433.5595397949219
ccd8d735f7b3c980582f9086a6cae8b9ce8dea54,459.2828063964844
b2e2d1aa1a539b402da8b8fe52520fdf9ed7cdd9,412.4917297363281
25c9e3b023d4d32d0f15cb9041ea6b2bfbec6a63,611.83270263671875
0fb75ce5f51e8afaf504c75de131eb31f89faf4f,412.7178955078125
26e6e8cec21236dfc21cf98812a3d99a3f87d99b,610.01849365234375
c83c66733c5bd90a59996e473bb69e44f6522976,424.2468566894531
69c67ff1933e4fa099182bbcb24a229d0ad84d5d,NA
4c373daf5547a6292c4905696c148ec83f95f083,NA
4549620b5459bb28990580f4ca0b4c2adc5b1a68,NA
87f89c855f377c5b100ad2986cc6569e31d94a98,537.81634521484375
d0d8601aab147c191ae37365a930c1ed3eb0414b,NA
9a25537903e8e7eab1dfb357903d241e24e86fb8,NA
eaecf3dd32668664e1dcc2d6c7a69042824806a6,434.6435546875
d19fa85793fcb8ae3126d10592c9c57d3b32971f,NA
c59b370d3aa06b68878c836bceac844953d74972,457.0581359863281
5a6d397150d1a9e9c82e120f92d1e782da34bddb,NA
b2128312e70fdb830091aecb6b27d82617e2e226,426.9481506347656
8257941af168c0cc15f28bd596fd922352dae732,417.0587463378906
854ce153823802674f35bbe1ec010b12e9b3a56f,420.00372314453125
27f1db4e266b154f6f7fbef9c225fab472652a7b,411.8279113769531
11b90bed4a05d11169f308370faf81d6e9ca2c4f,415.506103515625
5c55b7aeae6cb75ec715b4629812175239e45c15,NA
1391c7de937e0fea2ad23ebb111e513bf2aca2af,NA
e9488c35627294cd8f5a809c0667aef7a3f0d465,NA
39c22d725a24b290af887b25175ae0a8d560db4b,NA
e001e1d73163c327a4d800697b1b36cd6921f60d,466.1913757324219
b83424ca8973e4b2eebf6eb9e26e842999432d22,418.93603515625
202da3f471204ad489ebf0c3856437337534112d,NA
912d751c54b46c860c5ba61666fc6fc59ca2689d,395.5600891113281
8376d681a277c58f06ab633a06eaa66391126246,NA
e114f7b197069bde8e158a0dbeaa022dd0c4e280,438.18780517578125
fa84edf183bd459ea9394d77bdc191683a75ff66,576.2322998046875
76190ff09a736ff83169394b770699b2709c5a27,448.4072265625
515db15df8581ae72bb8e8358833016adee74e02,462.6520690917969
e2a05053c19e6fba60d0e582e6c7f371728a7106,420.5642395019531
66c14322296ac259374ec98c5c3bb2bd67ba25e9,NA
2378556841bc8d5746f2b94d6adefc2db20f9518,546.7747802734375
1e6d55d7b1f72e9b7a8ea53f60f9434f830bc49a,NA
796d558152d241567f8a72b535a5e36fe78886f3,425.9723205566406
1093edca7a04127a6e04570ee9cb58ef1bc0a69a,512.3909912109375
3c748fc7a94edb7ac1484373751ffa8574a3281d,434.663330078125
344a6fc8038e291a6371f94963d7a7f5e1c4d55b,424.3818664550781
92510f53e4c26c81c3bb41aa9b4e967d1697cd12,NA
10a1e8808e744c619376bff659f859cd71e8c41d,430.3133239746094
fc959dafc37dde3f173f083486d84ce5c817443f,412.50360107421875
6979d91c0a1903a336c640e14eed100821a0e24d,471.0645446777344
d4e37c4c1235ce014392f6c8ba0436f195b9e459,500.3314514160156
65ce75c2865eb4ae98e31b45fdc15f400d59e8cb,NA
565a955a60c6073157aa869c0351c626a7171ef3,547.84954833984375
5697c01ee87a008056ebc0993a1028b41a26d251,NA
99be797e423b5ae08fe342ea772738f71975df47,661.726318359375
b579ea83f2d6c15b2c717d16a89827d65f39904b,471.4434509277344
e9373b5c22567bec508f2fa2580e4dc3ff687caa,573.47235107421875
a465af361b68bd536dd8bf61d522b9b21755ab60,486.8553161621094
c8feec2a94d996d03534ce935dec7a034667f107,798.70184326171875
af1890b4dbccbf8b6af56051a39bd4b13d1c971b,470.9150695800781
f4f7888cfe88b7a3b0f3d94749921976353ae82c,457.61224365234375
cdf60a765205a4e99eab17c72a68ff9cfd019dc6,447.0509338378906
2e466f15ac7b80870736fac2d0cf4bd7f362e852,441.15625
85fd1d2ab6ab9205e3ca4770dd1f6205e1f3de70,NA
fc83a5c665f70f39b4c7d326118cbf21a898e660,636.953369140625
c26fbd904781a4f6c37a8f8969778f687c6c1424,NA
ced4913c2220be57c54bc9f87bb4f441d5976671,465.60003662109375
880ade460a231d722e8bb0e4d17f3c8f77663d37,415.18048095703125
7c869f5b89ddf3130c87011b6508ee59e32682c5,434.5013427734375
9027f65d4e576928ca59690c280050c53d66506a,681.93438720703125
09eb415bcb9842d207139c8bddf32427a134d51e,538.13177490234375
f8224c83e27f4921df62876f7ff660b1dab3d974,498.5306701660156
628b91ee9b4e1e4564424fbfff2ea9f8eddca032,NA
dfec3182aec0997207e0845b072498065ec89aac,725.52667236328125
d653549f6d0ba70e2113b2cc56e9a83e331d2462,567.2520751953125
e95674df974af80342f676ca9e3540aecec2b8dc,487.3103942871094
f9333cc1eb8af5bca5469d91e2c5d5f661b118ea,533.099853515625
2b7b15015ab18dc51893827c7e3f01d931a70410,NA
22d86e8b43a9412df86ec15ac231b9919e3ec905,426.868896484375
1c61035799f6afe7f44c1fb68567d7a8945c3943,599.810302734375
d5ed4b8732b0d7127a64f7e71137d321c56cc198,409.8543701171875
63edbbe59337f861a710bee4fe8a691d231f23da,420.7243957519531
f62bf9257782d839d38f84376b79611ed0de655d,NA
cf14952b5b09ad1a9497769e3a08da2fd74c6102,NA
21b8ef230efbfca6b5f15b36a3243d76ed390967,477.9136962890625
fdfca50f5e6cacd5b30bc546f0fbc271e9a312ff,427.7048645019531
467fdbfc0c6cab31b0d85ec5e373d82fa3790321,NA
3de3c134579726fe4606b7a05f82ce19f00adb09,670.27520751953125
0f3f9e48790ed9d6ed17ff5e9cb989849b31cc8c,429.6650085449219
bdaf0955746c2cdd3b9ac2538c7502d312fffed8,423.22052001953125
520c60d32fd2af8be76abd332859b36d8ae45900,421.9986572265625
6cb6e2310b52c2898e500f81bea938446592568b,470.8189392089844
0193b535914e1c5a445bede11a408bf1709cd3cb,477.5940246582031
f3669f0c65dbf99cdf8f5f176587e84d5fc7560f,502.06158447265625
c512a461034cd90a9c5f1a32332b748041cfeba3,NA
6f77bbe0fc418131d06d15f50b30073eae680dbb,NA
9b378e3937af8e97d4753cdf0c8917306354aaaf,433.52862548828125
1c92f54a5fe563622a0e23cf116461a7e147efd8,519.71429443359375
90facc45f7578775e3278aa0bd4fb59dad4d37c1,420.5782775878906
563bd02a1204c85e79026a020ba5af29bce95c12,NA
c8062c4cc7e023996bd37b87295f5a2957ddb172,482.3448181152344
ea7cc5987f9cc7f756d501961f64fa5769013823,NA
f654c32a17935317b2e91d8e16aa8dcbf88e2ef2,552.279541015625
7dd5b0fad5bd47ecbf2e047dee24866a9b5899d6,452.3012390136719
1b61f7e184c7040ae4cea725153965e1f7f75308,445.38787841796875
aea68e00d370c2a0cfd02bf868824dec427bf23a,NA
bdfdc7207977f88b15b3d0559fbf6f05b970c9cb,NA
95a9c65324583892b2d1a0c1c5163488f92d4a6d,436.17486572265625
5b7e7632cf766876026d0da6aa7c6df77bc13438,412.341796875
a3be14b06b7aef01331da18e7a1678222b563151,NA
92b8965cf3fb76d11e5061f26e577c23d212b9c5,NA
96fd0462597b8cf21b1e918c1947106cd8359e5d,499.4485778808594
5c1cef937c40bf8c30c119160bedde7ef679454e,595.90185546875
27dce80bee1eadbcd82bc7d09adb063e116870f6,NA
271a7e5b703fc3f29f6669415048a760e6355c5b,NA
e39fbeab552a4b6492346d821d095c3a0d691555,418.9603271484375
93694c58636eabfe86550e734efb3775ba4d739f,502.6513671875
8982636d1f9cc5832eddae4d8a04ee2c6adbaebd,710.8092041015625
6c05e70130682975c1485a862b6e08b895650671,450.3042907714844
8db36ae38c19710d51d3715a6b2a5ecd84f94ff4,410.90313720703125
15043d6ede69cc06a2f2a72afcb05c1cdb5870d6,400.9848937988281
283df09083d3c7bec2590f22355c7ba32ec88623,448.4632568359375
40b96e97dc29dfc990656e30c1038e846b6c8ff2,NA
ff362d0a648559b9146fb97ee248eb423c3d6a50,NA
717ae2ab18e7ba03c4f3af66500ece6580b29b71,NA
5ae9771e0cd24b8eb599de2e0fd2e04a26520dd3,542.00640869140625
23131f453efc29c2af9553d307692c60a3add1ae,472.6947937011719
da42a6267fe6eb7baa0a4fd2a18aad577e6889b2,450.8721923828125
941646a7d24ee2837d7de90ff0a736bb8f61d68c,406.11297607421875
cd705413010e6e74f3b90ee78dbbd8b767488f0c,NA
5cd0dfc9a768868f28b11f9cf7870f11cc1ed185,470.7830810546875
cb4393cd17b5bdc120dbc15ddd255aa1f35ba090,441.84326171875
72882a9cffe151d94be90e02ce3967a91b628099,470.8345947265625
cf62916c9829bd3ad05104151eee856d6de7ca1c,592.09576416015625
6b8f4241357e65c0491cc0ef96396f811574134c,448.7868347167969
298806ed4313157d412e860ac3ea8833d6ca6970,NA
268d48d0247f055ce2ebdd47cd5d1d3ec45246dc,403.2658996582031
4485f973590cff61be5ec78cb3032d5fdf25b809,NA
afd0fa3f3fc672e3c5d6c21173b5ba3b8caa5c8e,439.5201721191406
e2252b8e020cdf19b796baeb7b2c7b000a7bfb87,NA
8288badec4740382dbf7c33e4095cd4db0021bf7,422.2312316894531
5e139289eb167622f915eea3d1d6e49d15d1c873,503.2541809082031
fc050b2c8fa3446890fe1418332352177dd34506,442.53973388671875
8f309746992f374b4c2ea88f171233a9469ba649,465.44964599609375
ba1d192a71d5ac1a0b9a30bf3c80ef9dc59fefa2,451.53411865234375
145b6344526f9df32f4046c8227282477c51d69f,462.1651611328125
a22cd8d6b6ce7424065e477f2973bfd49b1ff2d6,468.4503173828125
b23775f4cd460ba687d77b058f2bc46381a0fbfe,448.6040954589844
87c4839ae2e1f274e88e7b9644fc1e1991d10aa2,607.84521484375
9d2de5f93789220f3287c5b2bff6e4ca5c0f5e42,NA
08b5008c1ba3ee34dcafcb332c51d485da0313f4,NA
d0c56c5d1e19653aeb2c6fdf16c80ed09270dcaa,451.9089660644531
2bf8abe8000927aeff885fdb26e82579b54bb657,464.54937744140625
fb745761567cc26fe3b8240866c481797bc4aedf,NA
dfcd80c91cf897b5a23dc36aeaeabf8137049ae0,513.99462890625
3ef584654da4e658ecdffb68bc4398c97f850ccf,441.5198059082031
342a52f77f29b040bf07e9d4de7029ad604de09c,NA
ea90166cae72eec871b4100ed8df997253bea84b,481.7569580078125
0e63d5d397c72b9c9ffa3974b3ccc8c228da98ca,481.5559997558594
39e7d2bf0be98a9698aa1369b7ca5576d392a777,462.7007751464844
01d88812b1d865b9797b9c57ed7538527593eb1d,592.67706298828125
879d82fe92a01214851fbeb62cd533fbc9d4ab87,504.7413330078125
9d0302fe7230d42fc9b5b995f2133c9db7513dce,NA
bddbc541b26cbdc46bf0e2df980a3c8078f13cb9,454.6274108886719
